Event ID,weaptype1,weaptype1_txt,weapsubtype1,weapsubtype1_txt,weaptype2,weaptype2_txt
23482,6,Explosives,16,Unknown Explosive Type,,
23483,9,Melee,23,Knife or Other Sharp Object,10,"Vehicle (not to include vehicle-borne explosives, i.e., car or truck bombs)"
23484,6,Explosives,17,Other Explosive Type,,
23485,6,Explosives,16,Unknown Explosive Type,,
23486,6,Explosives,17,Other Explosive Type,,
23487,6,Explosives,14,Time Fuse,5,Firearms
23488,6,Explosives,16,Unknown Explosive Type,,
23489,6,Explosives,16,Unknown Explosive Type,,
23490,6,Explosives,16,Unknown Explosive Type,,
23491,5,Firearms,5,Unknown Gun Type,,
23492,6,Explosives,17,Other Explosive Type,,
23493,13,Unknown,,,,
23494,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",,
23495,6,Explosives,7,Grenade,,
23496,6,Explosives,7,Grenade,5,Firearms
23497,13,Unknown,,,,
23498,13,Unknown,,,,
23499,6,Explosives,15,Vehicle,,
23500,5,Firearms,5,Unknown Gun Type,,
23501,5,Firearms,5,Unknown Gun Type,9,Melee
23502,6,Explosives,16,Unknown Explosive Type,,
23503,6,Explosives,7,Grenade,,
23504,5,Firearms,5,Unknown Gun Type,,
23505,5,Firearms,5,Unknown Gun Type,,
23506,6,Explosives,16,Unknown Explosive Type,,
23507,6,Explosives,17,Other Explosive Type,,
23508,5,Firearms,5,Unknown Gun Type,,
23509,6,Explosives,16,Unknown Explosive Type,,
23510,6,Explosives,16,Unknown Explosive Type,,
23511,6,Explosives,16,Unknown Explosive Type,,
23512,6,Explosives,13,Suicide (carried bodily by human being),,
23513,5,Firearms,5,Unknown Gun Type,,
23514,5,Firearms,5,Unknown Gun Type,,
23515,5,Firearms,5,Unknown Gun Type,,
23516,6,Explosives,16,Unknown Explosive Type,,
23517,6,Explosives,16,Unknown Explosive Type,,
23518,5,Firearms,5,Unknown Gun Type,,
23519,6,Explosives,17,Other Explosive Type,,
23520,6,Explosives,8,Landmine,,
23521,6,Explosives,16,Unknown Explosive Type,,
23522,6,Explosives,12,Remote Trigger,,
23523,6,Explosives,16,Unknown Explosive Type,,
23524,6,Explosives,8,Landmine,,
23525,6,Explosives,16,Unknown Explosive Type,,
23526,5,Firearms,5,Unknown Gun Type,,
23527,6,Explosives,16,Unknown Explosive Type,,
23528,6,Explosives,16,Unknown Explosive Type,,
23529,6,Explosives,16,Unknown Explosive Type,,
23530,5,Firearms,5,Unknown Gun Type,,
23531,5,Firearms,5,Unknown Gun Type,,
23532,8,Incendiary,18,Arson/Fire,9,Melee
23533,6,Explosives,13,Suicide (carried bodily by human being),,
23534,8,Incendiary,18,Arson/Fire,,
23535,6,Explosives,17,Other Explosive Type,,
23536,6,Explosives,17,Other Explosive Type,,
23537,5,Firearms,5,Unknown Gun Type,,
23538,8,Incendiary,18,Arson/Fire,9,Melee
23539,8,Incendiary,18,Arson/Fire,9,Melee
23540,6,Explosives,16,Unknown Explosive Type,,
23541,8,Incendiary,18,Arson/Fire,9,Melee
23542,8,Incendiary,18,Arson/Fire,9,Melee
23543,6,Explosives,17,Other Explosive Type,,
23544,5,Firearms,5,Unknown Gun Type,,
23545,6,Explosives,15,Vehicle,,
23546,6,Explosives,12,Remote Trigger,,
23547,6,Explosives,13,Suicide (carried bodily by human being),,
23548,6,Explosives,12,Remote Trigger,,
23549,5,Firearms,5,Unknown Gun Type,,
23550,13,Unknown,,,,
23551,6,Explosives,13,Suicide (carried bodily by human being),,
23552,6,Explosives,16,Unknown Explosive Type,5,Firearms
23553,5,Firearms,5,Unknown Gun Type,,
23554,6,Explosives,17,Other Explosive Type,,
23555,6,Explosives,17,Other Explosive Type,,
23556,6,Explosives,17,Other Explosive Type,,
23557,6,Explosives,16,Unknown Explosive Type,,
23558,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",,
23559,5,Firearms,5,Unknown Gun Type,,
23560,5,Firearms,5,Unknown Gun Type,,
23561,8,Incendiary,19,Molotov Cocktail/Petrol Bomb,,
23562,13,Unknown,,,,
23563,5,Firearms,5,Unknown Gun Type,,
23564,5,Firearms,5,Unknown Gun Type,,
23565,13,Unknown,,,,
23566,5,Firearms,5,Unknown Gun Type,9,Melee
23567,6,Explosives,16,Unknown Explosive Type,,
23568,6,Explosives,16,Unknown Explosive Type,,
23569,6,Explosives,16,Unknown Explosive Type,,
23570,5,Firearms,5,Unknown Gun Type,,
23571,6,Explosives,8,Landmine,6,Explosives
23572,5,Firearms,5,Unknown Gun Type,,
23573,5,Firearms,5,Unknown Gun Type,,
23574,5,Firearms,5,Unknown Gun Type,,
23575,6,Explosives,15,Vehicle,,
23576,6,Explosives,13,Suicide (carried bodily by human being),,
23577,6,Explosives,16,Unknown Explosive Type,,
23578,6,Explosives,17,Other Explosive Type,,
23579,6,Explosives,8,Landmine,,
23580,6,Explosives,16,Unknown Explosive Type,5,Firearms
23581,6,Explosives,16,Unknown Explosive Type,,
23582,6,Explosives,16,Unknown Explosive Type,,
23583,5,Firearms,3,Handgun,,
23584,5,Firearms,5,Unknown Gun Type,,
23585,5,Firearms,5,Unknown Gun Type,,
23586,6,Explosives,16,Unknown Explosive Type,,
23587,5,Firearms,5,Unknown Gun Type,,
23588,9,Melee,23,Knife or Other Sharp Object,,
23589,5,Firearms,5,Unknown Gun Type,,
23590,6,Explosives,16,Unknown Explosive Type,,
23591,6,Explosives,13,Suicide (carried bodily by human being),,
23592,5,Firearms,5,Unknown Gun Type,,
23593,5,Firearms,5,Unknown Gun Type,,
23594,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",5,Firearms
23595,6,Explosives,17,Other Explosive Type,,
23596,6,Explosives,31,Pipe Bomb,,
23597,6,Explosives,16,Unknown Explosive Type,,
23598,6,Explosives,16,Unknown Explosive Type,,
23599,6,Explosives,17,Other Explosive Type,,
23600,6,Explosives,16,Unknown Explosive Type,,
23601,6,Explosives,16,Unknown Explosive Type,,
23602,6,Explosives,7,Grenade,12,Other
23603,5,Firearms,5,Unknown Gun Type,,
23604,5,Firearms,5,Unknown Gun Type,,
23605,5,Firearms,5,Unknown Gun Type,,
23606,6,Explosives,16,Unknown Explosive Type,,
23607,5,Firearms,5,Unknown Gun Type,,
23608,6,Explosives,16,Unknown Explosive Type,8,Incendiary
23609,13,Unknown,,,,
23610,5,Firearms,5,Unknown Gun Type,,
23611,13,Unknown,,,,
23612,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",6,Explosives
23613,6,Explosives,16,Unknown Explosive Type,,
23614,5,Firearms,5,Unknown Gun Type,,
23615,6,Explosives,16,Unknown Explosive Type,,
23616,6,Explosives,16,Unknown Explosive Type,,
23617,8,Incendiary,19,Molotov Cocktail/Petrol Bomb,,
23618,6,Explosives,13,Suicide (carried bodily by human being),,
23619,5,Firearms,5,Unknown Gun Type,,
23620,6,Explosives,16,Unknown Explosive Type,,
23621,6,Explosives,15,Vehicle,6,Explosives
23622,6,Explosives,16,Unknown Explosive Type,,
23623,6,Explosives,15,Vehicle,,
23624,6,Explosives,16,Unknown Explosive Type,,
23625,6,Explosives,29,Sticky Bomb,,
23626,6,Explosives,16,Unknown Explosive Type,,
23627,8,Incendiary,18,Arson/Fire,,
23628,6,Explosives,8,Landmine,5,Firearms
23629,13,Unknown,,,,
23630,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",6,Explosives
23631,5,Firearms,5,Unknown Gun Type,,
23632,6,Explosives,8,Landmine,,
23633,6,Explosives,16,Unknown Explosive Type,,
23634,6,Explosives,17,Other Explosive Type,,
23635,5,Firearms,5,Unknown Gun Type,9,Melee
23636,6,Explosives,29,Sticky Bomb,,
23637,6,Explosives,17,Other Explosive Type,,
23638,6,Explosives,16,Unknown Explosive Type,,
23639,6,Explosives,17,Other Explosive Type,,
23640,6,Explosives,16,Unknown Explosive Type,,
23641,6,Explosives,16,Unknown Explosive Type,,
23642,6,Explosives,17,Other Explosive Type,,
23643,6,Explosives,7,Grenade,,
23644,5,Firearms,2,Automatic or Semi-Automatic Rifle,5,Firearms
23645,9,Melee,23,Knife or Other Sharp Object,,
23646,13,Unknown,,,,
23647,8,Incendiary,18,Arson/Fire,9,Melee
23648,6,Explosives,16,Unknown Explosive Type,,
23649,6,Explosives,16,Unknown Explosive Type,,
23650,13,Unknown,,,,
23651,13,Unknown,,,,
23652,6,Explosives,29,Sticky Bomb,,
23653,6,Explosives,16,Unknown Explosive Type,,
23654,6,Explosives,15,Vehicle,,
23655,6,Explosives,16,Unknown Explosive Type,,
23656,6,Explosives,8,Landmine,,
23657,5,Firearms,5,Unknown Gun Type,,
23658,6,Explosives,13,Suicide (carried bodily by human being),,
23659,5,Firearms,5,Unknown Gun Type,,
23660,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",5,Firearms
23661,6,Explosives,16,Unknown Explosive Type,,
23662,6,Explosives,16,Unknown Explosive Type,,
23663,6,Explosives,16,Unknown Explosive Type,,
23664,6,Explosives,16,Unknown Explosive Type,,
23665,6,Explosives,16,Unknown Explosive Type,,
23666,6,Explosives,16,Unknown Explosive Type,,
23667,5,Firearms,5,Unknown Gun Type,8,Incendiary
23668,6,Explosives,17,Other Explosive Type,,
23669,6,Explosives,16,Unknown Explosive Type,,
23670,6,Explosives,16,Unknown Explosive Type,,
23671,6,Explosives,16,Unknown Explosive Type,,
23672,6,Explosives,16,Unknown Explosive Type,,
23673,5,Firearms,5,Unknown Gun Type,,
23674,13,Unknown,,,,
23675,5,Firearms,3,Handgun,,
23676,13,Unknown,,,,
23677,8,Incendiary,18,Arson/Fire,,
23678,8,Incendiary,18,Arson/Fire,,
23679,6,Explosives,16,Unknown Explosive Type,,
23680,6,Explosives,16,Unknown Explosive Type,,
23681,13,Unknown,,,,
23682,6,Explosives,8,Landmine,,
23683,6,Explosives,16,Unknown Explosive Type,,
23684,6,Explosives,16,Unknown Explosive Type,,
23685,6,Explosives,7,Grenade,5,Firearms
23686,6,Explosives,16,Unknown Explosive Type,,
23687,6,Explosives,16,Unknown Explosive Type,,
23688,6,Explosives,16,Unknown Explosive Type,,
23689,6,Explosives,16,Unknown Explosive Type,,
23690,2,Chemical,,,,
23691,6,Explosives,16,Unknown Explosive Type,,
23692,6,Explosives,16,Unknown Explosive Type,,
23693,6,Explosives,16,Unknown Explosive Type,,
23694,6,Explosives,16,Unknown Explosive Type,,
23695,6,Explosives,16,Unknown Explosive Type,,
23696,6,Explosives,16,Unknown Explosive Type,,
23697,6,Explosives,7,Grenade,,
23698,6,Explosives,7,Grenade,,
23699,5,Firearms,5,Unknown Gun Type,,
23700,6,Explosives,16,Unknown Explosive Type,5,Firearms
23701,5,Firearms,5,Unknown Gun Type,,
23702,6,Explosives,16,Unknown Explosive Type,,
23703,5,Firearms,5,Unknown Gun Type,,
23704,5,Firearms,5,Unknown Gun Type,,
23705,5,Firearms,5,Unknown Gun Type,,
23706,6,Explosives,16,Unknown Explosive Type,,
23707,6,Explosives,16,Unknown Explosive Type,,
23708,6,Explosives,16,Unknown Explosive Type,,
23709,6,Explosives,16,Unknown Explosive Type,,
23710,9,Melee,23,Knife or Other Sharp Object,,
23711,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",5,Firearms
23712,6,Explosives,15,Vehicle,,
23713,6,Explosives,17,Other Explosive Type,,
23714,6,Explosives,16,Unknown Explosive Type,,
23715,5,Firearms,5,Unknown Gun Type,,
23716,6,Explosives,13,Suicide (carried bodily by human being),5,Firearms
23717,5,Firearms,5,Unknown Gun Type,,
23718,5,Firearms,5,Unknown Gun Type,,
23719,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",,
23720,5,Firearms,5,Unknown Gun Type,,
23721,5,Firearms,5,Unknown Gun Type,,
23722,5,Firearms,5,Unknown Gun Type,,
23723,5,Firearms,3,Handgun,,
23724,9,Melee,23,Knife or Other Sharp Object,,
23725,6,Explosives,7,Grenade,,
23726,6,Explosives,17,Other Explosive Type,,
23727,8,Incendiary,19,Molotov Cocktail/Petrol Bomb,,
23728,6,Explosives,7,Grenade,6,Explosives
23729,6,Explosives,16,Unknown Explosive Type,,
23730,5,Firearms,5,Unknown Gun Type,9,Melee
23731,5,Firearms,5,Unknown Gun Type,,
23732,5,Firearms,5,Unknown Gun Type,,
23733,6,Explosives,16,Unknown Explosive Type,,
23734,5,Firearms,5,Unknown Gun Type,,
23735,5,Firearms,5,Unknown Gun Type,,
23736,13,Unknown,,,,
23737,6,Explosives,16,Unknown Explosive Type,,
23738,6,Explosives,16,Unknown Explosive Type,,
23739,8,Incendiary,18,Arson/Fire,,
23740,5,Firearms,2,Automatic or Semi-Automatic Rifle,,
23741,5,Firearms,5,Unknown Gun Type,,
23742,6,Explosives,17,Other Explosive Type,,
23743,13,Unknown,,,,
23744,13,Unknown,,,,
23745,13,Unknown,,,,
23746,13,Unknown,,,,
23747,5,Firearms,5,Unknown Gun Type,,
23748,6,Explosives,17,Other Explosive Type,6,Explosives
23749,5,Firearms,5,Unknown Gun Type,,
23750,8,Incendiary,18,Arson/Fire,,
23751,5,Firearms,5,Unknown Gun Type,,
23752,5,Firearms,5,Unknown Gun Type,,
23753,6,Explosives,7,Grenade,,
23754,5,Firearms,5,Unknown Gun Type,,
23755,6,Explosives,29,Sticky Bomb,,
23756,13,Unknown,,,,
23757,13,Unknown,,,,
23758,13,Unknown,,,,
23759,13,Unknown,,,,
23760,6,Explosives,8,Landmine,,
23761,6,Explosives,13,Suicide (carried bodily by human being),,
23762,6,Explosives,16,Unknown Explosive Type,,
23763,13,Unknown,,,,
23764,5,Firearms,5,Unknown Gun Type,,
23765,6,Explosives,8,Landmine,,
23766,6,Explosives,16,Unknown Explosive Type,,
23767,13,Unknown,,,,
23768,5,Firearms,5,Unknown Gun Type,,
23769,5,Firearms,5,Unknown Gun Type,,
23770,8,Incendiary,18,Arson/Fire,9,Melee
23771,6,Explosives,16,Unknown Explosive Type,,
23772,6,Explosives,16,Unknown Explosive Type,,
23773,6,Explosives,16,Unknown Explosive Type,,
23774,6,Explosives,16,Unknown Explosive Type,,
23775,5,Firearms,5,Unknown Gun Type,,
23776,6,Explosives,12,Remote Trigger,,
23777,6,Explosives,16,Unknown Explosive Type,,
23778,5,Firearms,5,Unknown Gun Type,,
23779,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",,
23780,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",,
23781,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",,
23782,5,Firearms,5,Unknown Gun Type,,
23783,6,Explosives,16,Unknown Explosive Type,,
23784,5,Firearms,2,Automatic or Semi-Automatic Rifle,,
23785,5,Firearms,3,Handgun,,
23786,5,Firearms,3,Handgun,,
23787,13,Unknown,,,,
23788,6,Explosives,10,Pressure Trigger,,
23789,6,Explosives,16,Unknown Explosive Type,,
23790,5,Firearms,5,Unknown Gun Type,,
23791,6,Explosives,17,Other Explosive Type,,
23792,6,Explosives,17,Other Explosive Type,,
23793,13,Unknown,,,,
23794,6,Explosives,17,Other Explosive Type,,
23795,6,Explosives,16,Unknown Explosive Type,,
23796,6,Explosives,15,Vehicle,,
23797,5,Firearms,5,Unknown Gun Type,,
23798,5,Firearms,2,Automatic or Semi-Automatic Rifle,,
23799,5,Firearms,5,Unknown Gun Type,,
23800,5,Firearms,5,Unknown Gun Type,,
23801,6,Explosives,16,Unknown Explosive Type,,
23802,5,Firearms,5,Unknown Gun Type,,
23803,6,Explosives,12,Remote Trigger,,
23804,5,Firearms,5,Unknown Gun Type,,
23805,5,Firearms,5,Unknown Gun Type,,
23806,6,Explosives,17,Other Explosive Type,,
23807,5,Firearms,5,Unknown Gun Type,8,Incendiary
23808,6,Explosives,16,Unknown Explosive Type,,
23809,8,Incendiary,18,Arson/Fire,,
23810,5,Firearms,5,Unknown Gun Type,,
23811,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",,
23812,5,Firearms,5,Unknown Gun Type,9,Melee
23813,8,Incendiary,19,Molotov Cocktail/Petrol Bomb,,
23814,6,Explosives,16,Unknown Explosive Type,,
23815,6,Explosives,16,Unknown Explosive Type,,
23816,5,Firearms,5,Unknown Gun Type,,
23817,6,Explosives,15,Vehicle,,
23818,5,Firearms,2,Automatic or Semi-Automatic Rifle,,
23819,11,Sabotage Equipment,,,,
23820,6,Explosives,8,Landmine,,
23821,6,Explosives,8,Landmine,,
23822,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",,
23823,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",,
23824,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",,
23825,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",,
23826,6,Explosives,12,Remote Trigger,,
23827,13,Unknown,,,,
23828,9,Melee,23,Knife or Other Sharp Object,,
23829,13,Unknown,,,,
23830,6,Explosives,17,Other Explosive Type,,
23831,5,Firearms,5,Unknown Gun Type,,
23832,13,Unknown,,,,
23833,6,Explosives,17,Other Explosive Type,,
23834,5,Firearms,3,Handgun,,
23835,5,Firearms,3,Handgun,,
23836,5,Firearms,2,Automatic or Semi-Automatic Rifle,,
23837,5,Firearms,2,Automatic or Semi-Automatic Rifle,,
23838,6,Explosives,29,Sticky Bomb,,
23839,6,Explosives,12,Remote Trigger,,
23840,5,Firearms,5,Unknown Gun Type,,
23841,6,Explosives,7,Grenade,,
23842,5,Firearms,5,Unknown Gun Type,,
23843,5,Firearms,5,Unknown Gun Type,,
23844,6,Explosives,17,Other Explosive Type,,
23845,6,Explosives,17,Other Explosive Type,9,Melee
23846,9,Melee,23,Knife or Other Sharp Object,8,Incendiary
23847,6,Explosives,16,Unknown Explosive Type,,
23848,6,Explosives,7,Grenade,,
23849,6,Explosives,17,Other Explosive Type,,
23850,6,Explosives,13,Suicide (carried bodily by human being),6,Explosives
23851,6,Explosives,16,Unknown Explosive Type,,
23852,6,Explosives,16,Unknown Explosive Type,,
23853,5,Firearms,5,Unknown Gun Type,,
23854,6,Explosives,7,Grenade,,
23855,6,Explosives,16,Unknown Explosive Type,,
23856,6,Explosives,16,Unknown Explosive Type,,
23857,6,Explosives,16,Unknown Explosive Type,,
23858,5,Firearms,5,Unknown Gun Type,,
23859,5,Firearms,5,Unknown Gun Type,,
23860,5,Firearms,5,Unknown Gun Type,8,Incendiary
23861,6,Explosives,16,Unknown Explosive Type,,
23862,13,Unknown,,,,
23863,5,Firearms,5,Unknown Gun Type,,
23864,5,Firearms,5,Unknown Gun Type,,
23865,5,Firearms,5,Unknown Gun Type,,
23866,13,Unknown,,,,
23867,5,Firearms,5,Unknown Gun Type,,
23868,13,Unknown,,,,
23869,5,Firearms,5,Unknown Gun Type,13,Unknown
23870,6,Explosives,16,Unknown Explosive Type,,
23871,6,Explosives,16,Unknown Explosive Type,,
23872,6,Explosives,16,Unknown Explosive Type,,
23873,9,Melee,23,Knife or Other Sharp Object,,
23874,5,Firearms,5,Unknown Gun Type,,
23875,13,Unknown,,,,
23876,6,Explosives,16,Unknown Explosive Type,,
23877,6,Explosives,29,Sticky Bomb,,
23878,6,Explosives,13,Suicide (carried bodily by human being),,
23879,6,Explosives,13,Suicide (carried bodily by human being),,
23880,6,Explosives,15,Vehicle,,
23881,6,Explosives,16,Unknown Explosive Type,,
23882,6,Explosives,29,Sticky Bomb,,
23883,6,Explosives,12,Remote Trigger,5,Firearms
23884,6,Explosives,7,Grenade,,
23885,5,Firearms,2,Automatic or Semi-Automatic Rifle,,
23886,5,Firearms,5,Unknown Gun Type,,
23887,6,Explosives,17,Other Explosive Type,5,Firearms
23888,5,Firearms,2,Automatic or Semi-Automatic Rifle,,
23889,6,Explosives,12,Remote Trigger,5,Firearms
23890,6,Explosives,16,Unknown Explosive Type,,
23891,13,Unknown,,,,
23892,5,Firearms,4,Rifle/Shotgun (non-automatic),5,Firearms
23893,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",5,Firearms
23894,6,Explosives,16,Unknown Explosive Type,,
23895,6,Explosives,16,Unknown Explosive Type,,
23896,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",5,Firearms
23897,6,Explosives,16,Unknown Explosive Type,,
23898,8,Incendiary,19,Molotov Cocktail/Petrol Bomb,,
23899,6,Explosives,16,Unknown Explosive Type,,
23900,6,Explosives,16,Unknown Explosive Type,,
23901,6,Explosives,16,Unknown Explosive Type,,
23902,6,Explosives,16,Unknown Explosive Type,,
23903,13,Unknown,,,,
23904,6,Explosives,13,Suicide (carried bodily by human being),,
23905,6,Explosives,16,Unknown Explosive Type,,
23906,6,Explosives,16,Unknown Explosive Type,,
23907,9,Melee,24,Rope or Other Strangling Device,,
23908,5,Firearms,5,Unknown Gun Type,,
23909,5,Firearms,5,Unknown Gun Type,,
23910,5,Firearms,5,Unknown Gun Type,,
23911,6,Explosives,16,Unknown Explosive Type,,
23912,6,Explosives,16,Unknown Explosive Type,,
23913,6,Explosives,15,Vehicle,,
23914,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",5,Firearms
23915,6,Explosives,7,Grenade,,
23916,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",5,Firearms
23917,13,Unknown,,,,
23918,6,Explosives,16,Unknown Explosive Type,,
23919,6,Explosives,13,Suicide (carried bodily by human being),5,Firearms
23920,5,Firearms,5,Unknown Gun Type,,
23921,5,Firearms,5,Unknown Gun Type,,
23922,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",,
23923,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",5,Firearms
23924,6,Explosives,16,Unknown Explosive Type,,
23925,6,Explosives,16,Unknown Explosive Type,,
23926,6,Explosives,16,Unknown Explosive Type,,
23927,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",,
23928,5,Firearms,3,Handgun,,
23929,5,Firearms,5,Unknown Gun Type,,
23930,6,Explosives,7,Grenade,,
23931,5,Firearms,5,Unknown Gun Type,,
23932,6,Explosives,7,Grenade,,
23933,13,Unknown,,,,
23934,13,Unknown,,,,
23935,6,Explosives,16,Unknown Explosive Type,,
23936,5,Firearms,2,Automatic or Semi-Automatic Rifle,,
23937,5,Firearms,5,Unknown Gun Type,,
23938,6,Explosives,17,Other Explosive Type,,
23939,6,Explosives,16,Unknown Explosive Type,,
23940,6,Explosives,16,Unknown Explosive Type,,
23941,6,Explosives,16,Unknown Explosive Type,,
23942,5,Firearms,5,Unknown Gun Type,,
23943,6,Explosives,16,Unknown Explosive Type,,
23944,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",5,Firearms
23945,6,Explosives,16,Unknown Explosive Type,,
23946,6,Explosives,16,Unknown Explosive Type,,
23947,5,Firearms,5,Unknown Gun Type,,
23948,6,Explosives,16,Unknown Explosive Type,,
23949,6,Explosives,16,Unknown Explosive Type,,
23950,5,Firearms,2,Automatic or Semi-Automatic Rifle,13,Unknown
23951,6,Explosives,10,Pressure Trigger,,
23952,6,Explosives,16,Unknown Explosive Type,,
23953,6,Explosives,16,Unknown Explosive Type,,
23954,6,Explosives,12,Remote Trigger,,
23955,5,Firearms,5,Unknown Gun Type,9,Melee
23956,5,Firearms,5,Unknown Gun Type,9,Melee
23957,6,Explosives,16,Unknown Explosive Type,,
23958,6,Explosives,17,Other Explosive Type,8,Incendiary
23959,5,Firearms,5,Unknown Gun Type,,
23960,6,Explosives,16,Unknown Explosive Type,,
23961,6,Explosives,7,Grenade,,
23962,5,Firearms,3,Handgun,,
23963,6,Explosives,15,Vehicle,,
23964,5,Firearms,5,Unknown Gun Type,8,Incendiary
23965,5,Firearms,5,Unknown Gun Type,8,Incendiary
23966,5,Firearms,5,Unknown Gun Type,8,Incendiary
23967,5,Firearms,5,Unknown Gun Type,,
23968,6,Explosives,15,Vehicle,,
23969,6,Explosives,8,Landmine,,
23970,5,Firearms,5,Unknown Gun Type,8,Incendiary
23971,5,Firearms,5,Unknown Gun Type,,
23972,6,Explosives,29,Sticky Bomb,,
23973,6,Explosives,12,Remote Trigger,,
23974,6,Explosives,29,Sticky Bomb,,
23975,6,Explosives,16,Unknown Explosive Type,,
23976,5,Firearms,5,Unknown Gun Type,,
23977,5,Firearms,5,Unknown Gun Type,,
23978,5,Firearms,5,Unknown Gun Type,,
23979,5,Firearms,2,Automatic or Semi-Automatic Rifle,,
23980,5,Firearms,3,Handgun,,
23981,6,Explosives,8,Landmine,,
23982,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",,
23983,5,Firearms,5,Unknown Gun Type,,
23984,6,Explosives,28,Dynamite/TNT,,
23985,5,Firearms,5,Unknown Gun Type,,
23986,5,Firearms,5,Unknown Gun Type,,
23987,6,Explosives,8,Landmine,5,Firearms
23988,5,Firearms,5,Unknown Gun Type,,
23989,5,Firearms,3,Handgun,,
23990,6,Explosives,10,Pressure Trigger,,
23991,5,Firearms,5,Unknown Gun Type,,
23992,6,Explosives,17,Other Explosive Type,,
23993,5,Firearms,5,Unknown Gun Type,,
23994,8,Incendiary,18,Arson/Fire,,
23995,6,Explosives,16,Unknown Explosive Type,,
23996,5,Firearms,5,Unknown Gun Type,,
23997,6,Explosives,16,Unknown Explosive Type,,
23998,6,Explosives,16,Unknown Explosive Type,,
23999,6,Explosives,8,Landmine,,
24000,6,Explosives,15,Vehicle,,
24001,6,Explosives,16,Unknown Explosive Type,,
24002,6,Explosives,16,Unknown Explosive Type,,
24003,6,Explosives,16,Unknown Explosive Type,,
24004,5,Firearms,5,Unknown Gun Type,,
24005,5,Firearms,4,Rifle/Shotgun (non-automatic),,
24006,6,Explosives,29,Sticky Bomb,,
24007,6,Explosives,16,Unknown Explosive Type,,
24008,5,Firearms,2,Automatic or Semi-Automatic Rifle,,
24009,5,Firearms,5,Unknown Gun Type,,
24010,6,Explosives,16,Unknown Explosive Type,,
24011,6,Explosives,7,Grenade,,
24012,5,Firearms,5,Unknown Gun Type,,
24013,5,Firearms,5,Unknown Gun Type,9,Melee
24014,6,Explosives,17,Other Explosive Type,,
24015,6,Explosives,16,Unknown Explosive Type,,
24016,6,Explosives,17,Other Explosive Type,,
24017,5,Firearms,5,Unknown Gun Type,,
24018,13,Unknown,,,,
24019,6,Explosives,17,Other Explosive Type,,
24020,6,Explosives,16,Unknown Explosive Type,,
24021,6,Explosives,17,Other Explosive Type,,
24022,5,Firearms,5,Unknown Gun Type,,
24023,6,Explosives,16,Unknown Explosive Type,,
24024,6,Explosives,16,Unknown Explosive Type,,
24025,5,Firearms,5,Unknown Gun Type,,
24026,6,Explosives,16,Unknown Explosive Type,,
24027,6,Explosives,7,Grenade,,
24028,6,Explosives,11,"Projectile (rockets, mortars, RPGs, etc.)",,
24029,6,Explosives,15,Vehicle,6,Explosives
24030,5,Firearms,4,Rifle/Shotgun (non-automatic),,
24031,6,Explosives,7,Grenade,,
24032,13,Unknown,,,,
24033,6,Explosives,16,Unknown Explosive Type,,
24034,6,Explosives,16,Unknown Explosive Type,,
24035,6,Explosives,8,Landmine,,
24036,5,Firearms,5,Unknown Gun Type,,
24037,9,Melee,21,Blunt Object,,
24038,6,Explosives,17,Other Explosive Type,,
24039,5,Firearms,5,Unknown Gun Type,,
24040,13,Unknown,,,,
24041,9,Melee,21,Blunt Object,,
24042,6,Explosives,16,Unknown Explosive Type,,
24043,6,Explosives,16,Unknown Explosive Type,,
24044,6,Explosives,16,Unknown Explosive Type,,
24045,6,Explosives,16,Unknown Explosive Type,,
24046,5,Firearms,5,Unknown Gun Type,9,Melee
24047,6,Explosives,16,Unknown Explosive Type,,
24048,13,Unknown,,,,
24049,5,Firearms,3,Handgun,,
24050,6,Explosives,16,Unknown Explosive Type,,
24051,6,Explosives,16,Unknown Explosive Type,,
