Event ID,corp1,target1
29731,Afghan Police,Convoy of Chief: Nabi Jan Mullakhil
29732,Macanga Village,Village
29733,Armed Forces of the Philippines (AFP),Former Soldier: Dominaro Favian
29734,Not Applicable,Civilians
29735,Government of Trece Martires,Vehicle of Vice Mayor: Alex Lubigan
29736,National Assembly,Member of Parliament (MP)
29737,Not Applicable,Civilian Vehicle
29738,Government of San Jose,Village Councilor: Jeramil Andoyo Dinolan
29739,Not Applicable,Fountain Estate Residential Area
29740,Abod Memorial Hall,Hall
29741,Police Service of Northern Ireland (PSNI),Officers
29742,Kikumbe Village,Village
29743,Government of Balabagan,Former Mayor: Amer Sampiano
29744,Not Applicable,Civilians
29745,Government of Ikot Ese,Palace of Former Village Head: Chief Ukanga Udo
29746,Iraqi Police Service,Checkpoint
29747,Government of Santa Catalina,Barangay Councilor: Michael Magallanes
29748,Gendarmerie Nationale,Officer
29749,Iraqi Armed Forces,Patrol
29750,Afghan Ministry of Defense,Meeting of Ministry of Defense: Tariq Shah Bahrami
29751,Afghan Local Police (ALP),Patrol
29752,Saudi Arabia Police Force,Police Checkpoint
29753,Tunisian National Guard,Patrol
29754,Not Applicable,"Civilians: Aboubacrine Ag Ewatane, Chataghye Ag Oumar, Ag Agamsi"
29755,Not Applicable,Civilians
29756,Mbau Village,Village
29757,Unknown,Unknown
29758,Jammu and Kashmir People's Democratic Party (PDP),Worker: Abdul Majeed Dar
29759,Not Applicable,Civilian
29760,Unknown,Unknown
29761,Iraqi Police Service,Patrol
29762,Not Applicable,Civilian Vehicle
29763,Not Applicable,Fountain Estate Residential Area
29764,Apex Housing Association,Alexander House Assisted Living Facility
29765,Gendarmerie Nationale,Officer
29766,Iraqi Armed Forces,Soldiers
29767,Syrian Armed Forces (SAF),Soldiers
29768,Unknown,Arab Owned Souvenir Shop
29769,National Army of Colombia,Soldiers
29770,Afghan Police,Police Checkpoint
29771,Central Reserve Police Force (CRPF),Camp
29772,Central Reserve Police Force (CRPF),Camp
29773,Central Reserve Police Force (CRPF),Officers
29774,Unknown,Marketplace
29775,Philippine Army (PA),Patrol
29776,Not Applicable,Suspected Army Informant: Dionisio Bolilao
29777,Somali Armed Forces (SAF),Soldiers
29778,Government of Al Hudaydah,Vehicle of Undersecretary: Walid Al-Qudaymi
29779,Border Security Force (BSF),Soldiers
29780,Gojefa Village,Village
29781,Bujum Yashi Village,Village
29782,Bujum Waya Village,Village
29783,Sabonlayi Village,Village
29784,Bujum Kasuwa Village,Village
29785,Anguwan Bishop Yotti Village,Village
29786,Todung Village,Village
29787,Budon Village,Village
29788,Bunzum Village,Village
29789,Bunzum Village,Village
29790,Iraqi Volunteer Forces,Forces
29791,Iraqi Armed Forces,Patrol
29792,Iraqi Police Service,Convoy
29793,Unknown,Farmer
29794,Afghan Police,Police Checkpoints
29795,Iraqi Armed Forces,Forces
29796,Not Applicable,Civilians
29797,Assam Rifles (AR),Patrol
29798,Turkish Armed Forces (TSK),Soldiers
29799,Dole Stanfilco,Box Truck
29800,Police Service of Northern Ireland (PSNI),Officers
29801,Not Applicable,Van
29802,National Independent Electoral Commission (NIEC),Former Election Delegate: Hassan (Hussein) Abdi
29803,Gendarmerie Nationale,Officers
29804,Syrian Armed Forces (SAF),Observation Posts
29805,Afghan Police,Checkpost
29806,Afghan Police,Checkpost
29807,Afghan Police,Checkpost
29808,Gendarmerie Nationale,Officers
29809,Gendarmerie Nationale,Officers
29810,Gendarmerie Nationale,Officers
29811,Unknown,Unknown
29812,Government of Baragaon,Husband of Sarpanch: Session Judge
29813,National Uprising Movement (NUM),Post
29814,Afghan Police,Officer
29815,Unknown,Unknown
29816,Afghan Police,Police Checkpoints
29817,Awami National Party (ANP),Election Rally for Candidate: Barrister Haroon Bilour
29818,Al-Shuqaiq Sub-governorate,Sub-governorate
29819,Citizens Armed Forces Geographical Unit (CAFGU),Personnel
29820,Not Applicable,Vehicle
29821,Not Applicable,Civilian
29822,National Directorate of Security (NDS),Checkpoint
29823,Afghan Police,Khugyani District Police Headquarters
29824,Office of the Secretary of the Meghalaya Public Service Commission,Office
29825,Government of Sallab,Vehicle of Chairperson: Ferdinand Cariaga
29826,Unknown,Vehicle of Arabic Teacher: Ibrahim Bakil Baguinda
29827,Syrian Armed Forces (SAF),Forces
29828,Afghan Police,Police Checkpoint
29829,Central Reserve Police Force (CRPF),Officers
29830,Royal Thai Army,41st Mobile Development Unit Soldier: Patchai Suree
29831,Police Service of Northern Ireland (PSNI),Patrols
29832,Safaricom Public Limited Company,Communication Mast
29833,Unknown,Unknown
29834,Workers' Trade Union of the Petroleum Industry (USO),Vehicle of Leader: Luis Alberto Galvis
29835,National Coordination of Afro-descendant Organizations and Communities,Member: Ibes Trujillo Contreras
29836,Not Applicable,Residences
29837,Government of Kalunasan,Councilor: Ruel Mabano
29838,Not Applicable,House
29839,Encuesta Hoy,Magazine Director: Luis Perez Garcia
29840,Not Applicable,Field
29841,Unknown,Olive Grove
29842,Not Applicable,Vegetation
29843,Not Applicable,Civilian
29844,Joyak High School,School
29845,Afghan National Army (ANA),Post
29846,Not Applicable,Vehicle
29847,Office of the Attorney General of Colombia,Technical Investigation Corps (CTI) Investigators
29848,Unknown,Unknown
29849,Unknown,Unknown
29850,Oilfield Protection Force(OPF),Security Force
29851,Afghan Department of Education,Building
29852,Government of Sapa-Sapa,Mortorcycle of Vice Mayor: Al-Rashid Mohammad Alih
29853,Hayt Village,Village
29854,Afghan Police,Checkpost
29855,Afghan Police,Checkpost
29856,Indian Army,Patrol
29857,Unknown,Construction Site
29858,Not Applicable,Vehicle
29859,Unknown,Bus
29860,Not Applicable,Vehicles
29861,Police Service of Northern Ireland (PSNI),Officers
29862,Police Service of Northern Ireland (PSNI),Officers
29863,Unknown,Unknown
29864,Not Applicable,Residence
29865,Northern Ireland Fire and Rescue Service (NIFRS),Firefighters
29866,Northern Ireland Fire and Rescue Service (NIFRS),Firefighters
29867,Federal Police,Vehicle
29868,Afghan Rangers,Vehicle
29869,Afghan Local Police (ALP),Commander: Sher Ahmad
29870,Afghan Police,Officers
29871,Afghan Police,Officers
29872,Unknown,Unknown
29873,Afghan National Army (ANA),Camp
29874,Afghan Police,Police Checkpoint
29875,Unknown,Bridge
29876,Balochistan Awami Party (BAP),Office
29877,Not Applicable,Civilians
29878,Iraqi Traffic Police,Vehicle of Officer: Lieutenant Colonel Shuaib Al-Khazraji
29879,Not Applicable,Civilians
29880,African Union Mission in Somalia (AMISOM),Convoy
29881,Kenyan Administration Police (AP),Hamey Patrol Base
29882,Not Applicable,Suspected Military Informant: Roberto Orugo
29883,Unknown,Power Pylon
29884,Unknown,Power Pylon
29885,Bulol High School,Motorbike of Principal: Ritchel Celestial Parreno
29886,Not Applicable,Muslim Civilian: Hassane Elbaz
29887,Cameroonian Ministry of Defense,Convoy of Defense Minister: Joseph Beti Assomo
29888,Cameroonian Ministry of Defense,Convoy of Defense Minister: Joseph Beti Assomo
29889,Government of Danao,Barangay Chairperson: Alfred Zapanta
29890,Police Service of Northern Ireland (PSNI),Officers
29891,Afghan Police,Officers
29892,Afghan Police,Officers
29893,Kenyan Administration Police (AP),Camp
29894,Loyal Orange Institution,Orange Hall
29895,Police Service of Northern Ireland (PSNI),Officers
29896,Not Applicable,Vehicle
29897,National Assembly,Vehicle of Former Spokesperson for National Assembly Member Shahjee Gul Afridi: Qari Syed Alam
29898,Not Applicable,Contractor: Jitendra Singh
29899,Afghan Police,Vehicle
29900,Not Applicable,House
29901,Not Applicable,Civilians
29902,Afghan Wireless Communication Company (AWCC),Tower
29903,Afghan Wireless Communication Company (AWCC),Tower
29904,North Atlantic Treaty Organization (NATO): Operation Resolute Support,Vehicle
29905,National Police of Colombia,Officers
29906,Balochistan Awami Party (BAP),Election Rally of Candidate: Nawabzada Siraj Raisani
29907,Afghan National Security Force (ANSF),Soldiers
29908,Jamiat Ulema-e-Islam Fazl (JUI-F),Convoy of Candidate: Akram Khan Durrani
29909,Nigerian Army (NA),Convoy
29910,Yemeni Police,Headquarters
29911,Not Applicable,Famer
29912,Central Reserve Police Force (CRPF),Vehicle
29913,Jammu and Kashmir Police,Police Station
29914,Somali Police Force (SPF),Residence of Police Commissioner: Yonis Adan Hassan
29915,National Independent Electoral Commission (NIEC),Former Electoral Delegate: Sheikh Abdullahi Mohamed Roble
29916,Sinn Fein,Residence of Former Party President: Gerry Adams
29917,Sinn Fein,Residence of Northern Chairperson: Bobby Storey
29918,Israel Defense Forces (IDF),Soldiers
29919,Israel Defense Forces (IDF),Soldiers
29920,Philippine Army (PA),Soldiers
29921,Pakistan Armed Forces,Patrol
29922,St. Vincent School,School
29923,National Nicaraguan Police Force,Police Station
29924,Government of Morrito,Town Hall
29925,Not Applicable,"Farmers: Abakar Wad Arjoun, Mohamed Ismail"
29926,Government of Iraq,Residence of Governor: Ismail Hallob
29927,Government of Wokeka,Chief: Njoke Johnson Njombe
29928,Not Applicable,Traditional Leader
29929,Not Applicable,Traditional Leader
29930,Not Applicable,Traditional Leader
29931,Not Applicable,Traditional Leader
29932,Not Applicable,Traditional Leader
29933,Not Applicable,Traditional Leader
29934,Limbe Town,Town
29935,Local Police,Station
29936,Argentine Federal Police,Station
29937,Chhattisgarh Armed Force (CAF),Patrol
29938,Akakus Oil Operations Company,Engineers
29939,Somali Armed Forces (SAF),Checkpoint
29940,Somali Armed Forces (SAF),Checkpoint
29941,Afghan Police,Police Checkpoint
29942,Ingenio Risaralda S.A.,Sugar Transportation Vehicle
29943,Government of Ghazni,Former Provincial Council Member: Syed Obaidullah Sadat
29944,Unknown,Prayer Leader: Abdul Hameed
29945,Afghan National Army (ANA),Official: Abdul Ali
29946,Kiptan Baba Middle School,School
29947,Nigerian Army (NA),Base
29948,Afghan Police,Police Checkpoint
29949,Afghan National Army (ANA),Checkpoint
29950,Not Applicable,Vehicle
29951,Military of Yemen,Convoy of Aden Security Chief: Major General Shallal 'Ali Shayi'
29952,Military of Yemen,Commander of Camp Khalid Bin-al-Walid: Colonel Ahmad Sa'id Hazza' al-Subayhi
29953,Najran City,City
29954,Government of Santo Tomas,Former Vice Mayor: Ferdinand Ramos
29955,Government of Antipolo del Sur,Barangay Councilor: Romel Luancing
29956,Not Applicable,Residence
29957,Sderot City,City
29958,Unknown,Unknown
29959,National Nicaraguan Police Force,Counter-narcotics Officer: Gabriel Vado Ruiz
29960,Not Applicable,Fishermen
29961,Not Applicable,House
29962,Flor del Valle,Farm
29963,Limbe Town,Town
29964,Not Applicable,Suspected Police Informant: Milan Haldar
29965,Afghan Police,Checkpoint
29966,Afghan Police,Checkpoint
29967,Indonesian National Police (INP),Police Station
29968,Afghan Local Police (ALP),Checkpoint
29969,Afghan National Security Force (ANSF),Checkpoints
29970,Afghan Police,Vehicle of Chief: Abdul Ghafoor Azizi (Hafizi)
29971,Afghan National Security Force (ANSF),Checkpoint
29972,Afghan National Army (ANA),Soldiers
29973,Injagalane Village,Village
29974,Afghan Border Police (ABP),Police Checkpoints
29975,Afghan Border Police (ABP),Checkpost
29976,Border Security Force (BSF),Patrol
29977,al-Aridha City,City
29978,Afghan Ministry of Rural Rehabilitation and Development,Building
29979,Egyptian Army,Patrol
29980,Afghan National Security Force (ANSF),Checkpoint
29981,Philippine Army (PA),Vehicle of Soldier: Staff Sergeant Sahari Jamjahare
29982,Unknown,Unknown
29983,Unknown,Cement Factory
29984,Government of Afghanistan,Water and Energy Adviser: Mohammad Amin Munsif
29985,Not Applicable,Civilians
29986,Not Applicable,Civilian: Chandru Kavde
29987,African Union/United Nations Hybrid Operation in Darfur (UNAMID),Egyptian Peacekeeper
29988,Somali National Army (SNA),Soldier: Salad Mohamud Omar
29989,African Union Mission in Somalia (AMISOM),Forces
29990,Afghan Border Police (ABP),Police Checkpoints
29991,Afghan Local Police (ALP),Officers
29992,Operation Restoring Hope Coalition,Base
29993,Iraqi Ministry of Electricity,Electricity Tower
29994,Jammu and Kashmir Legislative Assembly,Vehicle of Former Member of Legislative Assembly (MLA): Ghulam Mohiuddin
29995,Unknown,Farm
29996,Pakistan Muslim League: Nawaz (PML-N),Vehicle of Candidate: Sheikh Aftab Ahmed
29997,Awami National Party (ANP),Leader: Daud Khan Achakzai
29998,Congolese Army,Base
29999,Philippine Army (PA),Detachment
30000,Il Gazzettino,Residence of Editor-in-Chief: Ario Gervasutti
30001,Citizens Armed Forces Geographical Unit (CAFGU),Members
30002,Not Applicable,Unknown
30003,Caloto Community Action Board,Leader: Luis Eduardo Dagua
30004,Iraqi Police Service,Officer
30005,Government of Datu Celo,Vehicle of Barangay Chairperson: Emilio Buenavidez
30006,Balochistan Awami Party (BAP),Residence of Leader: Abdul Ghafur Haut
30007,Pakistani Police,Patrol
30008,Afghan Local Police (ALP),Post
30009,Afghan Local Police (ALP),Post
30010,Afghan Local Police (ALP),Post
30011,Afghan Local Police (ALP),Post
30012,Not Applicable,Muslim Civilian
30013,Not Applicable,Protest Demonstration
30014,Unknown,Kindergarten
30015,Iraqi Ministry of Electricity,Power Distribution Network Maintenance Team
30016,Iraqi Police Service (IPS),Convoy of Saladin Operation Command Chief: Staff Brigadier General Imad Ahmad Muhammad
30017,Not Applicable,"Civilians: Hamad Farhaj Jum'a, Iyad Farhan Jum'a"
30018,Taliban,Members
30019,Afghan Local Police (ALP),Checkpost
30020,Ta'izz City,City
30021,Iraqi Police Service,Commander
30022,Central Reserve Police Force (CRPF),Camp
30023,Civilian Joint Task Force (CJTF),Joint Convoy
30024,Islamic Reform Group (Islah),Leader: Sadiq Ahmad Muhammad
30025,Salafi al-Hikmah al-Yamaniyah Society,Vehicle of Leader: 'Adil al-Ja'di
30026,Pakistan Army,Checkpost
30027,Not Applicable,House of Tribal Leader: Sadiq al-Qadi
30028,Not Applicable,House
30029,Not Applicable,Vehicle
30030,Unknown,Unknown
30031,Pombolo Village,Village
30032,Iware Market,Marketpalce
30033,Federal Police,Officers
30034,Anticorruption Action Center,Head: Vitaliy Shabunin
30035,Unknown,Unknown
30036,Unknown,Unknown
30037,Saudi Arabian Oil Company (Aramco),Oil Refinery
30038,Kas Zubayd,Restaurant
30039,Children's Hospital of Kirkuk,Hospital
30040,Unknown,Unknown
30041,Iraqi Ministry of Electricity,Electricity Station
30042,Not Applicable,Residence
30043,Afghan National Army (ANA),Officer: Colonel Abdul Hameed
30044,Not Applicable,Shepherd: Majeed Ali
30045,Not Applicable,Kurdish Activist: Iqbal Muradi
30046,Somali National Army (SNA),Camp
30047,Pakistan Armed Forces,Vehicle
30048,Afghan National Army (ANA),Checkpoint
30049,Government of Yemen,Convoy of Vice President: Ali Mohsen al-Ahmar
30050,Jammu and Kashmir Police,Post
30051,Chamtali Girls High School,School
30052,Najran City,City
30053,Agency for Rehabilitation and Energy Conservation in Afghanistan (AREA),Mine Removal Personnel
30054,Not Applicable,House
30055,Unknown,Chief Imam: Alhaji Abdullahi Bachi
30056,North Atlantic Treaty Organization (NATO): Operation Resolute Support,American (United States) Patrol
30057,Afghan Police,Vehicle of Myaneshin District Police Chief: Lala Jan
30058,Not Applicable,Civilians
30059,Iraqi Armed Forces,Patrol
30060,Gendarmerie Nationale,Officer: Daouda Charles
30061,HALO Trust,Vehicle
30062,Pakistan People's Party (PPP),Councilor: Niaz Mohammad Khushk
30063,Jizan Regional Airport,Airport
30064,Not Applicable,Vehicle
30065,Iraqi Armed Forces,Soldiers
30066,Iraqi Armed Forces,Checkpoint
30067,Government of Gedo,"District Commissioners: Abdullahi Kosow Mohamed, Ahmed Omar"
30068,Afghan Local Police (ALP),Police Checkpoint
30069,Government of Ghazni,Qarabagh District Center
30070,Afghan Police,Officers
30071,Central Prisons Authority,Commander: Colonel Sayf Ahmad 'Ali al-Dali'i
30072,Central Reserve Police Force (CRPF),Officers
30073,Police Department of Al-Hasab,Police Chief: Major 'Asim Qasim 'Aqlan
30074,Iraqi Armed Forces,Security Checkpoint
30075,Iraqi Volunteer Forces,Checkpoint
30076,Woolworths Group Limited,Grocery Store
30077,Unknown,Village
30078,Not Applicable,Convoy
30079,Somali National Army (SNA),Base
30080,Niger Army,Soldiers
30081,Somali National Army (SNA),Vehicle of Officer: Hassan Artan Siyad
30082,Afghan Border Police (ABP),Post
30083,Afghan Local Police (ALP),Checkpost
30084,Assam Rifles (AR),Patrol
30085,Not Applicable,Former New People's Army (NPA) Member: Marvin Flores
30086,Not Applicable,Suspected Military Informant: Efren Aguila
30087,Northshore Masjid Isa ibn Maryam Mosque,Mosque
30088,Unknown,Unknown
30089,Unknown,Unknown
30090,Unknown,Unknown
30091,San Martin Forestal Los Andes Farm,Farm
30092,Not Applicable,Houses
30093,Prosperous Justice Party (PKS),Residence of Politician: Mardani Ali Sera
30094,Not Applicable,Traditional Ruler: Atancho Felix
30095,Afghan National Security Force (ANSF),Posts
30096,National Army of Colombia,Soldier: Sergeant Segundo Felix Sanchez Cabrera
30097,Afghan Police,Police Checkpoint
30098,Iraqi Police Service (IPS),Police Checkpoint
30099,Not Applicable,Civilians
30100,Imghad Tuareg Self-Defense Group and Allies (GATIA),Members
30101,Jammu and Kashmir Police,Officer: Special Police Officer (SPO) Mohammad Saleem Shah
30102,Pakistan People's Party (PPP),Convoy of Leader: Ali Musa Gilani
30103,Frontier Constabulary (FC),Patrol
30104,Traffic Police of Russia (GIBDD),Patrol
30105,Jami Mosque,Mosque
30106,Iranian Revolutionary Guards Corps (IRGC),Base
30107,Givati Brigade,Soldier: Staff Sergeant Aviv Levi
30108,Emerald Estate,"Migrant Workers: Alauddin Sheikh, Maqbool Sheikh, Mockingbird Sheikh"
30109,DWZR Radio Station,Broadcast Anchor: Joey Llana
30110,Government of Sultan sa Barongis,Former Vice Mayor: Roger Mamalo
30111,Tanzeemul Makatib Seminary,Seminary
30112,Unknown,Unknown
30113,Aman Lashkars,Zakhakhel Outpost
30114,Not Applicable,Vehicle
30115,Israel Defense Forces (IDF),Soldiers
30116,Philippine Army (PA),Intelligence Officer: Private First Class Jhonny Franco
30117,Government of Bukari,Village Head
30118,Government of Buenavista,Mayor: Eliseo Delgado Sanchez
30119,National Regeneration Movement (MORENA),City Council Candidate: Zenon Cocula Fierro
30120,Sudan People's Liberation Army (SPLA),Soldiers
30121,Red Crescent Society of the Islamic Republic of Iran,Ambulance
30122,"Planned Parenthood Federation of America, Inc.",Clinic
30123,Afghan Local Police (ALP),Officers
30124,Afghan Police,Police Checkpoint
30125,Afghan Police,Police Checkpoint
30126,Unknown,Merchant: Marco Tulio Caceres
30127,Government of the Comoros,Vehicle of Vice President: Moustadroine Abdou
30128,Not Applicable,Vehicle
30129,Not Applicable,Civilians
30130,Iraqi Police Service (IPS),Police Checkpoint
30131,Abu-Zar'ah Mosque,Imam: Shaykh Muhammad Raghib Ba-Zar'ah
30132,Rashtriya Rifles,Vehicle
30133,Central Reserve Police Force (CRPF),Patrol
30134,Rashtriya Rifles,Patrol
30135,Somali Ministry of Religious Affairs,Vehicle of Employee: Faud Jama Salad (Fuad Suleyman)
30136,Nigerian Army (NA),Patrol
30137,Nahrin Central Bazaar,Marketplace
30138,Somali Police Force (SPF),Senior Police Officer: Abdi Shoshow
30139,National Independent Electoral Commission (NIEC),Electoral Delegate: Abdi Ali
30140,Not Applicable,Civilians
30141,Kambinga Village,Village
30142,Tshibambe Village,Village
30143,Heroes and Heroines of Love Corporation,Youth Anti-Militarist Leader: Kevin Julian Leo
30144,Oz veGaon Nature Preserve,Nature Reserve
30145,Bat Ayin Village,Village
30146,Unknown,Unknown
30147,Government of Bali,Divisional Officer
30148,"Government Teachers Training College, GTTC Ndop",School
30149,Greek Ministry of Foreign Affairs,Minister of State: Alekos Flambouraris
30150,Caffe Demetres,Restaurant
30151,Balochistan Awami Party (BAP),Office
30152,Government of Afghanistan,Convoy of Vice President: Abdul Rashid Dostum
30153,Pakistan Tehreek-e-Insaaf (PTI),Convoy of Candidate: Ikramullah Khan Gandapur
30154,Muttahida Majlis-e-Amal (MMA),Vehicle of Leader: Akram Khan Durrani
30155,Not Applicable,Civilians
30156,Democratic Alliance for Peace (ADP-MALIBA),Campaign Team for Presidential Candidate: Aliou Boubacar Diallo
30157,Popular Mobilization Forces,Checkpost
30158,Not Applicable,Wedding Party
30159,Malian Army,Patrol
30160,Turkish Village Guards,Guards
30161,Armed Forces of the Democratic Republic of the Congo (FARDC),Patrol
30162,Bharatiya Janata Party (BJP),Guard Post at Residence of Leader: Gulzar Ahmad Nengroo
30163,Federal Police,Checkpoint
30164,Indian Army,Soldier: Sepoy Shedge Suraj
30165,Taytay Municipal Police Station,"Officers: Alexander Mimbalawag, Julpetri Gustaham"
30166,African Union Mission in Somalia (AMISOM),Cruiser Ship
30167,Afghan National Security Force (ANSF),Checkposts
30168,Afghan Police,Checkpost
30169,Afghan Police,Checkpost
30170,Afghan Police,Checkpost
30171,Afghan Police,Checkpost
30172,Afghan Police,Checkpost
30173,Afghan Police,Checkpost
30174,Not Applicable,Civilians
30175,Not Applicable,House
30176,Government of Jufra,Judge
30177,Rashtriya Rifles,Patrol
30178,Civilian Active Auxiliary (CAA),Member: Eusebio Meniano
30179,Iraqi Volunteer Forces,Vehicle of Member
30180,New Generation Movement,Party Headquarters
30181,Government of Pataw,District Center
30182,Afghan National Security Force (ANSF),Soldiers
30183,Government of Omna,District Center
30184,Government of Argon,District Center
30185,Government of Waza Khwa,District Center
30186,Afghan Police,Patrol
30187,Unknown,Mosque
30188,Unknown,Cleric
30189,Government of Atghar,District Center
30190,Somali National Army (SNA),Base
30191,Erbil Governorate,Building
30192,Civilian Active Auxiliary (CAA),Members
30193,Libyan Investment Authority (LIA),Financial Affairs Department Head: Haytham al-Hadi
30194,Afghan Police,Police Checkpoint
30195,Afghan Police,Police Checkpoint
30196,Unknown,Hospital
30197,Unknown,Unknown
30198,Al Sharjah TV,Vehicle of Journalist: Mazin al-Shu'abi
30199,Unknown,Mosque
30200,Unknown,Health Workers
30201,Ambodedjo Airport,Airport
30202,Government of Aleppo,Local Administration Building
30203,Afghan Police,Checkpost
30204,Federal Police,Office
30205,Doctors Without Borders,Compound
30206,Unknown,Political Rally
30207,Community Action Board of Las Pilas,President: Libardo Moreno
30208,Not Applicable,Civilian: Halima Abdelmahmoud
30209,Oakland Police Department,Officers
30210,Societe Le Nickel (SLN),Conveyor Belt
30211,National Gendarmerie,Station
30212,Philippine Army (PA),Former Soldier: Second Lieutenant Laureano Degracia
30213,Unknown,Unknown
30214,Khumasi Stadium,Stadium
30215,PJSC Lukoil Oil Company,Facility
30216,Iraqi Ministry of Electricity,Transmission Line
30217,Libyan National Police (LNP),Police Station
30218,National Intelligence and Security Agency (NISA),Official: Isma'il Iriri
30219,Not Applicable,Civilians
30220,Aden Security Department,Vehicle of Fourth Hazm Battalion Commander: Lieutenant Colonel Rami Muahammad al-Sumaydi
30221,Yemeni Police,Al Basatin Police Chief: Colonel Muslih al-Zarhani
30222,Yemeni Army,22nd Mechanized Brigade Soldier: Faris Hamud Farhan Qasim Imam
30223,Central Reserve Police Force (CRPF),Patrol
30224,Rashtriya Rifles,Camp
30225,Central Reserve Police Force (CRPF),Camp
30226,Muslim Milli League (MML),Office
30227,Semanario Playa News,Director: Ruben Pat
30228,Afghan Police,Checkpost
30229,Seleng Tea Estate,Tea Estate
30230,Not Applicable,Civilians
30231,Election Commission of Pakistan (ECP),Polling Station
30232,Not Applicable,"Farmers: Habib Suleiman, Maryam Khalid"
30233,Civil Status Authority,Office
30234,Nigerian Army (NA),Patrol
30235,Unknown,Solar Street Lights
30236,Somali Armed Forces (SAF),Soldier: Pakistan
30237,Unknown,Farm
30238,Not Applicable,Civilian: Freddy Arlendy Rangel Cardona
30239,Pakistani Police,Convoy of Deputy Inspector General (DIG): Abdul Razzaq Cheema
30240,Election Commission of Pakistan (ECP),Polling Station
30241,Election Commission of Pakistan (ECP),Convoy of Polling Staff
30242,Balochistan National Party (Awami),Electoral Camp
30243,Pakistan People's Party (PPP),Facilitation Camp
30244,Iraqi Police Service (IPS),Vehicles
30245,Government of Zahrah,Mayor: Hawd al Waqif
30246,Not Applicable,Farmers
30247,Not Applicable,Farmers
30248,Basrah Gas Company,Employee
30249,Givati Brigade,Soldiers
30250,Unknown,Vegetable Market
30251,Agusan Milling Philippine (AGUMIL),Oil Depot
30252,Not Applicable,Civilians
30253,Not Applicable,Civilians
30254,Unknown,Unknown
30255,al-Matuna Village,Village
30256,Douma Village,Village
30257,Tima Village,Village
30258,Araja Village,Village
30259,Rami Village,Village
30260,Tal-Basir Village,Village
30261,al-Shibki Village,Village
30262,Philippine National Police (PNP),Outpost
30263,Afghan National Security Force (ANSF),Soldiers
30264,Unknown,Shop
30265,Somali National Army (SNA),Convoy of Commander
30266,Not Applicable,Civilians
30267,Yemeni Army,Convoy of First Hazm Brigade Commander: Brigadier General 'Abd-al-Ghani al-Subayhi
30268,Somali National Army (SNA),Convoy
30269,Military of Yemen,Vehicle
30270,Saint-Pierre du Martroi Church,Catholic Church
30271,Not Applicable,House
30272,Not Applicable,House
30273,Not Applicable,House
30274,Not Applicable,House
30275,Not Applicable,House
30276,Not Applicable,House
30277,Indian Department of Posts,Post Office
30278,Musjid-e-Moin Mosque,Mosque
30279,Independent National Electoral Commission (CENI),Election Officials
30280,Indian Railways,Gitaldaha Railway Station
30281,Commando Battalion for Resolute Action (COBRA),Patrol
30282,Somali Armed Forces (SAF),Soldiers
30283,Not Applicable,Vehicle of Buddhist Civilians
30284,Government of Puerto Asis,Office of the Public Prosecutor
30285,Bahri,Oil Tankers
30286,Not Applicable,Vehicle
30287,Iraqi Volunteer Forces,Members
30288,Afghan Local Police (ALP),Police Checkpoint
30289,Citizens Armed Forces Geographical Unit (CAFGU),Former Member: Nestor Hedi Trinidad
30290,Not Applicable,Civilians
30291,Union for the Republic and Democracy (URD),Campaign Team of Candidate: Soumaila Cisse
30292,Philippine National Police (PNP),Patrol
30293,Not Applicable,Civilians
30294,National Independent Electoral Commission (NIEC),Electoral Delegate: Saleban Osman Kusow
30295,Government of Somalia,Official
30296,Somali Armed Forces (SAF),Vehicle
30297,Puntland Security Force (PSF),Official: Ahmed Nuskilo
30298,Indian Police Service (IPS),Post
30299,Unknown,Unknown
30300,Central Reserve Police Force (CRPF),Bunker
30301,Nigerian Mobile Police,Police Station
30302,Unknown,Businessperson: Mohamed Ould Lefzil
30303,National Directorate of Security (NDS),Convoy
30304,Kenya Police Service (KPS),Vehicle
30305,Election Commission of Pakistan (ECP),Polling Station
30306,Not Applicable,House
30307,Government of Fundong,Senior State Counsel Member: Tabufor Francis
30308,Afghan Police,Post
30309,African Union Mission in Somalia (AMISOM),Ethiopian Soldiers
30310,African Union Mission in Somalia (AMISOM),Kenyan Base
30311,Not Applicable,Civilians
30312,Puntland Security Force (PSF),Former Deputy Commander: Abdirashid Hasan Hashi Gabi
30313,African Union Mission in Somalia (AMISOM),Burundian Convoy
30314,Jammu and Kashmir Bank (J&K Bank),Bank Branch
30315,Jammu and Kashmir Bank (J&K Bank),Branch Bank
30316,Nigerian Army (NA),Checkpoint
30317,Transitional Political Council of the South,Residence of General Assembly Member: Walid al-Khatib
30318,Not Applicable,Residence
30319,Not Applicable,House
30320,All Progressives Congress (APC),Party Chairperson: Sunny Ejiagwu
30321,Mairari Village,Village
30322,Government of Khwaja Ghar,District Center
30323,Not Applicable,Pro-Abortion Rights Protesters
30324,Philippine Army (PA),Vehicle
30325,Iraqi Volunteer Forces,Convoy
30326,Iraqi Ministry of Electricity,Electricity Towers
30327,Unknown,Midwife Training Center
30328,Government of Lambayong,Mayor: Ramon Abalos
30329,Philippine National Police (PNP),Police Station
30330,Unknown,Bus
30331,Military of Yemen,Security Operations Chief: Ali Naji al-Sharif in Usaylan
