Event ID,gname,motive
31838,Maoists,
31839,Muslim extremists,
31840,Unknown,
31841,Unknown,
31842,Unknown,
31843,Ambazonia Tigers,"The specific motive is unknown; however, sources noted that prisoners were freed during the attack."
31844,Anti-Government extremists,
31845,Kurdistan Workers' Party (PKK),
31846,Al-Shabaab,
31847,Al-Shabaab,
31848,Al-Shabaab,
31849,Unknown,
31850,Oromo Liberation Front,
31851,Free Syrian Army,"The specific motive is unknown; however, sources noted that a ransom was demanded in exchange for the victims."
31852,Unknown,
31853,Baloch Liberation Front (BLF),
31854,Jewish Extremists,
31855,National Liberation Army of Colombia (ELN),
31856,Unknown,"The specific motive is unknown; however, sources noted that Tara Fares had amassed 2.7 million followers on Instagram where she had posted photographs showcasing her tattoos, dyed hair, and ""adventurous clothes."""
31857,Islamic State of Iraq and the Levant (ISIL),
31858,Islamic State of Iraq and the Levant (ISIL),
31859,Al-Shabaab,
31860,Al-Shabaab,
31861,Jabha East Africa,
31862,Houthi extremists (Ansar Allah),
31863,Separatists,
31864,Unknown,
31865,Unknown,
31866,Fulani extremists,
31867,Nduma Defense of Congo (NDC),
31868,Taliban,
31869,Taliban,
31870,New People's Army (NPA),
31871,Unknown,
31872,Unknown,
31873,Unknown,
31874,Animal Rights extremists,
31875,Houthi extremists (Ansar Allah),
31876,Unknown,
31877,Boko Haram,
31878,Boko Haram,
31879,Palestinian Extremists,
31880,Maoists,
31881,Hamas (Islamic Resistance Movement),
31882,Movement for the Salvation of Azawad (MSA),
31883,Unknown,
31884,Unknown,
31885,Islamic State of Iraq and the Levant (ISIL),
31886,Unknown,
31887,Unknown,
31888,Taliban,
31889,Unknown,"The specific motive is unknown; however, sources noted that one of the victims was a former Taliban member."
31890,Unknown,
31891,Unknown,
31892,Unknown,
31893,Unknown,"The specific motive is unknown; however, sources noted that Abdul Wali Ekhlas was a candidate in the upcoming parliamentary elections, which were scheduled for October 20, 2018."
31894,Unknown,
31895,Taliban,
31896,Islamic State of Iraq and the Levant (ISIL),
31897,Islamic State of Iraq and the Levant (ISIL),
31898,Houthi extremists (Ansar Allah),
31899,Democratic Front for the Liberation of Rwanda (FDLR),
31900,Allied Democratic Forces (ADF),
31901,Islamic State of Iraq and the Levant (ISIL),
31902,Kurdistan Workers' Party (PKK),
31903,Unknown,
31904,Unknown,"The specific motive is unknown; however, sources noted that Haji Mohammad Daud was a candidate in the upcoming elections, which were scheduled for October 20, 2018."
31905,Unknown,
31906,United Tribal Liberation Army (UTLA),
31907,Unknown,
31908,Taliban,
31909,Unknown,
31910,Unknown,
31911,Democratic Front for the Liberation of Rwanda (FDLR),
31912,Unknown,
31913,Islamic State of Iraq and the Levant (ISIL),
31914,Tehama Movement,
31915,Unknown,
31916,Unknown,
31917,Unknown,
31918,Unknown,"The specific motive is unknown; however, sources posited that the attack was related to upcoming elections."
31919,Unknown,
31920,Unknown,
31921,Hizbul Mujahideen (HM),
31922,Tehrik-i-Taliban Pakistan (TTP),
31923,Unknown,
31924,Unknown,
31925,Taliban,
31926,Houthi extremists (Ansar Allah),
31927,Fulani extremists,
31928,Unknown,
31929,Unknown,
31930,Unknown,
31931,Unknown,
31932,Unknown,
31933,Separatists,"The specific motive is unknown; however, sources stated that Motome Beckley was targeted for working with the government."
31934,Houthi extremists (Ansar Allah),"The specific motive is unknown; however, sources stated that the attack was carried out in retaliation for remarks published by the Socialist and Nasserist parties denouncing a recent attack on the residence of Ambassador Yassin Said Naaman by Houthi extremists (Ansar Allah)."
31935,Al-Shabaab,"The specific motive is unknown; however, sources posited that the attack was carried out in relation to an extortion demand by Al-Shabaab."
31936,Al-Shabaab,"The specific motive is unknown; however, sources posited that the attack was carried out in relation to an extortion demand by Al-Shabaab."
31937,Al-Shabaab,"The specific motive is unknown; however, sources posited that the attack was carried out in relation to an extortion demand by Al-Shabaab."
31938,Unknown,
31939,Unknown,
31940,Unknown,
31941,Unknown,
31942,Islamic State of Iraq and the Levant (ISIL),
31943,Unknown,
31944,Unknown,
31945,Unknown,
31946,Unknown,
31947,Unknown,
31948,Unknown,
31949,Taliban,
31950,Taliban,
31951,Taliban,
31952,Al-Shabaab,
31953,Hizb-ul-Ahrar (HuA),
31954,Islamic State of Iraq and the Levant (ISIL),
31955,Islamic State of Iraq and the Levant (ISIL),
31956,Islamic State of Iraq and the Levant (ISIL),
31957,Islamic State of Iraq and the Levant (ISIL),
31958,Islamic State of Iraq and the Levant (ISIL),
31959,Islamic State of Iraq and the Levant (ISIL),
31960,Savane Pistache gang,
31961,Unknown,
31962,Jabha East Africa,
31963,Taliban,
31964,Unknown,
31965,Unknown,
31966,Unknown,
31967,Al-Shabaab,"The specific motive is unknown; however, sources posited that the attack was carried out in retaliation for an earlier attack on Al-Shabaab by locals."
31968,Separatists,
31969,Unknown,
31970,Unknown,
31971,Mapuche extremists,
31972,Unknown,
31973,Islamic State of Iraq and the Levant (ISIL),
31974,Islamic State of Iraq and the Levant (ISIL),
31975,Unknown,
31976,Unknown,"The specific motive is unknown; however, sources posited that the assailants were looking for money and food."
31977,Khorasan Chapter of the Islamic State,"The specific motive is unknown; however, sources noted that Abdul Nasir Mohmmand was a candidate in the upcoming elections, scheduled for October 20, 2018."
31978,Taliban,
31979,Islamic State of Iraq and the Levant (ISIL),
31980,Unknown,
31981,Taliban,
31982,Separatists,
31983,Unknown,
31984,New People's Army (NPA),
31985,Hizb-ul-Ahrar (HuA),
31986,Baloch Liberation Front (BLF),
31987,Unknown,
31988,Houthi extremists (Ansar Allah),
31989,Berom Militants,
31990,Unknown,
31991,Unknown,
31992,Bangsamoro Islamic Freedom Movement (BIFM),
31993,Taliban,
31994,New People's Army (NPA),The New People's Army (NPA) claimed responsibility for the incident and stated that Bobby Calo was targeted because of his ill treatment of employees.
31995,Movement of the youth in Tripoli,"The Movement of the youth in Tripoli claimed responsibility for the incident and stated ""Kara does not care for the airport or the civilians. Kara only cares about his status. We tell him that he will not enjoy the airport because we will make him go out with his tail between his legs. Mitiga Airport will belong to all Libyans and will not be controlled by militias or any other force with foreign ideologies or agendas."""
31996,Unknown,"The specific motive is unknown; however, sources noted that the targeted hotel was housing refugees at the time of the attack."
31997,Taliban,
31998,Khalistan Liberation Force,
31999,Unknown,
32000,Al-Shabaab,
32001,Tariq Bin Ziyad militia,
32002,Unknown,
32003,Lashkar-e-Taiba (LeT),
32004,Unknown,
32005,Unknown,
32006,Unknown,
32007,Unknown,
32008,Hizb-ul-Ahrar (HuA),
32009,Taliban,
32010,Unknown,
32011,Taliban,
32012,Ansar al-Islam (Burkina Faso),
32013,Communist Party of India - Maoist (CPI-Maoist),
32014,Unknown,
32015,Taliban,
32016,Unknown,"The specific motive is unknown; however, sources noted that Haji Mohammad Hashim was a Wolesi Jirga candidate in the upcoming elections, scheduled for October 20, 2018."
32017,Unknown,
32018,Taliban,
32019,Okba Ibn Nafaa Brigade,
32020,Fulani extremists,
32021,Unknown,
32022,Unknown,"The specific motive is unknown; however, sources noted that Ghulam Mohammed Khan was a Bharatiya Janata Party (BJP) candidate in upcoming elections."
32023,Unknown,
32024,Unknown,
32025,Free Papua Movement (OPM-Organisasi Papua Merdeka),
32026,National Liberation Army of Colombia (ELN),
32027,Unknown,"The specific motive is unknown; however, sources noted that Nisar Chudisaz was an independent candidate in the upcoming elections, scheduled for October 8, 2018."
32028,Unknown,
32029,Islamic State of Iraq and the Levant (ISIL),
32030,Unknown,
32031,Revolutionary Armed Forces of Colombia (FARC) dissidents,
32032,Muslim extremists,
32033,Taliban,
32034,Unknown,
32035,Unknown,
32036,Kurdistan Workers' Party (PKK),
32037,Islamic State of Iraq and the Levant (ISIL),
32038,Unknown,
32039,Unknown,
32040,Unknown,
32041,Unknown,
32042,Unknown,"The specific motive is unknown; however, sources noted that Ely Arciaga Ramos intended to run for mayor in 2019."
32043,Islamic State in the Greater Sahara (ISGS),
32044,Taliban,
32045,Khorasan Chapter of the Islamic State,
32046,Unknown,
32047,Taliban,
32048,Taliban,
32049,Fulani extremists,
32050,Maoists,Maoists claimed responsibility for the incident and stated that Bebi Madavi was a police informant.
32051,Maoists,
32052,Unknown,
32053,Unknown,"The specific motive is unknown; however, sources noted that Showkat Raja was a Bharatiya Janata Party (BJP) candidate in the upcoming local elections, scheduled for October 8, 2018."
32054,Boko Haram,
32055,Taliban,
32056,Taliban,
32057,Taliban,
32058,Hizbul Mujahideen (HM),"The specific motive is unknown; however, sources suspected that the attack may have been related to upcoming local elections, scheduled for October 8, 2018."
32059,Unknown,
32060,Unknown,
32061,Unknown,
32062,Houthi extremists (Ansar Allah),
32063,Unknown,"The specific motive is unknown; however, sources noted that Nasir Ahmad Haqmal was a candidate in the upcoming elections, scheduled for October 20, 2018."
32064,Islamic State in the Greater Sahara (ISGS),
32065,Unknown,"The specific motive is unknown; however, sources noted that Irshad Ahmad Wani was an National Conference (NC) candidate in the upcoming local elections, scheduled for October 8, 2018."
32066,Allied Democratic Forces (ADF),
32067,Unknown,
32068,Unknown,
32069,New People's Army (NPA),
32070,Unknown,"The specific motive is unknown; however, sources noted that Dost Mohammad was a candidate in the upcoming elections, scheduled for October 20, 2018."
32071,Allied Democratic Forces (ADF),
32072,Unknown,"The specific motive is unknown; however, sources stated that the targeted electoral officer was overseeing the People's Democratic Party (PDP) primary election when he was attacked."
32073,Unknown,
32074,Tehrik-i-Taliban Pakistan (TTP),The Tehrik-i-Taliban Pakistan (TTP) claimed responsibility for the incident and stated that Arif Kaka was targeted for leaving the TTP.
32075,Hay'at Tahrir al-Sham,
32076,Unknown,
32077,Ansar al-Islam (Burkina Faso),
32078,Taliban,
32079,Taliban,
32080,Taliban,
32081,Islamic State of Iraq and the Levant (ISIL),
32082,Islamic State of Iraq and the Levant (ISIL),
32083,Unknown,"The specific motive is unknown; however, sources noted that the attack was related to upcoming elections."
32084,Taliban,
32085,Taliban,
32086,Unknown,
32087,Ansar al-Islam (Burkina Faso),
32088,Mayi Mayi,
32089,Unknown,
32090,Islamic State of Iraq and the Levant (ISIL),
32091,Unknown,
32092,Unknown,"An unknown group claimed responsibility for the incident and stated ""Never come back and don't write filth about Ingushetia."""
32093,Taliban,
32094,Unknown,
32095,Unknown,
32096,Unknown,
32097,Unknown,
32098,Unknown,
32099,Unknown,
32100,Unknown,
32101,Unknown,
32102,Unknown,
32103,Unknown,
32104,Houthi extremists (Ansar Allah),Houthi extremists (Ansar Allah) claimed responsibility for the incident and stated that they abducted individuals working with the Saudi-led Arab coalition. Sources also noted that the victims were told not to partake in protests in the future.
32105,Unknown,
32106,Taliban,
32107,Unknown,
32108,Muslim extremists,
32109,Islamic State of Iraq and the Levant (ISIL),
32110,Taliban,
32111,Taliban,
32112,Taliban,
32113,Taliban,
32114,Islamic State in the Greater Sahara (ISGS),
32115,Hamas (Islamic Resistance Movement),"The specific motive is unknown; however, sources noted Ashraf Naalweh had given a letter to a colleague in which he praised Yasser Arafat."
32116,National Liberation Army of Colombia (ELN),
32117,Unknown,
32118,Taliban,
32119,Taliban,
32120,Taliban,
32121,Taliban,
32122,Separatists,"The specific motive is unknown; however, sources noted that the attack was related to elections."
32123,Separatists,"The specific motive is unknown; however, sources noted that the attack was related to elections."
32124,Separatists,"The specific motive is unknown; however, sources noted that the attack was related to elections."
32125,New People's Army (NPA),
32126,Maoists,
32127,Unknown,
32128,Taliban,
32129,Mapuche extremists,"Mapuche extremists claimed responsibility for the incident and threatened ""the warden of Angol prison, Fernando Olivares."""
32130,Unknown,
32131,Unknown,
32132,Houthi extremists (Ansar Allah),
32133,Houthi extremists (Ansar Allah),
32134,Houthi extremists (Ansar Allah),
32135,Houthi extremists (Ansar Allah),
32136,Houthi extremists (Ansar Allah),
32137,Unknown,
32138,Unknown,
32139,Unknown,
32140,Islamic State of Iraq and the Levant (ISIL),
32141,Islamic State of Iraq and the Levant (ISIL),
32142,Islamic State of Iraq and the Levant (ISIL),
32143,Unknown,
32144,Communist Party of India - Maoist (CPI-Maoist),
32145,Jihadi-inspired extremists,A note and other docments alluding to support for the Islamic State of Iraq and the Levant (ISIL) were found at the scene.
32146,Patriotic Resistance Front in Ituri (FRPI),
32147,Unknown,
32148,Asa'ib Ahl al-Haqq,
32149,Taliban,
32150,Taliban,
32151,Taliban,
32152,Taliban,
32153,Islamic State of Iraq and the Levant (ISIL),
32154,Islamic State of Iraq and the Levant (ISIL),
32155,Taliban,
32156,Unknown,
32157,Hizb-ul-Ahrar (HuA),
32158,Unknown,
32159,Boko Haram,
32160,Unknown,
32161,New People's Army (NPA),"The New People's Army (NPA) claimed responsibility for the incident and stated that Ananias Rebato was targeted for corruption, harassment, and committing other crimes during his term as mayor. Sources also noted that Rebato intended to campaign for vice mayor in 2019."
32162,Islamic State of Iraq and the Levant (ISIL),
32163,Unknown,
32164,Unknown,
32165,Unknown,
32166,Unknown,
32167,Unknown,
32168,Anti-Semitic extremists,
32169,Kurdistan Workers' Party (PKK),
32170,Taliban,"The specific motive is unknown; however, sources noted that Saleh Mohammad Achakzai was a Wolesi Jirga candidate in Afghanistan's parliamentary elections, scheduled for October 20, 2018."
32171,Taliban,
32172,Taliban,
32173,Taliban,
32174,Unknown,
32175,Al-Shabaab,Al-Shabaab claimed responsibility for the incident and accused the victims of being spies.
32176,Unknown,
32177,Bangsamoro Islamic Freedom Movement (BIFM),
32178,Houthi extremists (Ansar Allah),"The specific motive is unknown; however, sources noted that the protest was demonstrating against the killing of a civilian by Houthi extremists (Ansar Allah)."
32179,Taliban,
32180,Islamic State of Iraq and the Levant (ISIL),
32181,Unknown,
32182,Tehrik-i-Taliban Pakistan (TTP),
32183,Unknown,
32184,Unknown,
32185,Unknown,
32186,Unknown,"The specific motive is unknown; however, sources noted that the Federal News Agency (FAN) had been accused of interfering in the 2016 United States presidential election."
32187,Islamic State of Iraq and the Levant (ISIL),
32188,New People's Army (NPA),"The specific motive is unknown; however, sources posited that the attack was related to extortion demands by the New People's Army (NPA)."
32189,Unknown,
32190,Unknown,
32191,Houthi extremists (Ansar Allah),
32192,New People's Army (NPA),
32193,Taliban,
32194,Taliban,
32195,Taliban,
32196,Taliban,
32197,Taliban,
32198,Al-Shabaab,
32199,Unknown,
32200,Islamic State of Iraq and the Levant (ISIL),
32201,Islamic State of Iraq and the Levant (ISIL),
32202,Bangsamoro Islamic Freedom Movement (BIFM),
32203,Islamic State of Iraq and the Levant (ISIL),
32204,Unknown,
32205,New People's Army (NPA),
32206,New People's Army (NPA),
32207,Boko Haram,
32208,Islamic State of Iraq and the Levant (ISIL),
32209,Unknown,"The specific motive is unknown; however, sources suspected that the civilians were abducted in order to be exchanged for a ransom or for Chadians being held in prisons within Libya."
32210,Revolutionary Armed Forces of Colombia (FARC) dissidents,
32211,Unknown,
32212,Bangladesh Nationalist Party (BNP),
32213,Unknown,
32214,New People's Army (NPA),
32215,Unknown,
32216,Unknown,
32217,Unknown,
32218,Unknown,"The specific motive is unknown; however, sources noted that Mohammad Anwar Bashliq was a candidate in Afghanistan's parliamentary elections, scheduled for October 20, 2018."
32219,Unknown,
32220,Unknown,
32221,Unknown,
32222,Palestinian Extremists,
32223,Islamic State of Iraq and the Levant (ISIL),
32224,Unknown,
32225,Unknown,
32226,Islamic State of Iraq and the Levant (ISIL),
32227,Taliban,
32228,Unknown,
32229,Unknown,
32230,Tehrik-i-Taliban Pakistan (TTP),
32231,Islamic State of Iraq and the Levant (ISIL),
32232,Islamic State of Iraq and the Levant (ISIL),
32233,Houthi extremists (Ansar Allah),
32234,Houthi extremists (Ansar Allah),
32235,Unknown,
32236,Islamic State of Iraq and the Levant (ISIL),
32237,Taliban,
32238,Taliban,
32239,Unknown,
32240,Anti-Government extremists,
32241,Unknown,
32242,Unknown,
32243,Jabha East Africa,
32244,Unknown,
32245,Unknown,
32246,Unknown,
32247,Unknown,
32248,Unknown,
32249,Islamic State of Iraq and the Levant (ISIL),
32250,Taliban,
32251,Boko Haram,
32252,Unknown,
32253,Taliban,"The specific motive is unknown; however, sources suspected the attack was related to upcoming elections."
32254,Taliban,
32255,Islamic State of Iraq and the Levant (ISIL),
32256,Palestinian Extremists,
32257,Unknown,"The specific motive is unknown; however, sources posited that Jose Bugbog planned to run for councilor."
32258,Unknown,
32259,Taliban,
32260,Taliban,
32261,Unknown,
32262,Unknown,
32263,Unknown,
32264,Al-Shabaab,Al-Shabaab claimed responsibility for the incident and accused the victims of being spies.
32265,Unknown,
32266,Unknown,"The specific motive is unknown; however, sources noted that Dr. Yar Baz Hameedi was a Wolesi Jirga candidate in Afghanistan's parliamentary elections, scheduled for October 20, 2018."
32267,Unknown,
32268,Israeli settlers,
32269,Khorasan Chapter of the Islamic State,
32270,Islamic State of Iraq and the Levant (ISIL),
32271,United Liberation Front of Assam (ULFA),The United Liberation Front of Assam (ULFA) claimed responsibility for the incident and stated that the attack was intended to keep Bengali groups from supporting constitutional amendments.
32272,Al-Shabaab,
32273,Al-Shabaab,
32274,Taliban,
32275,Unknown,"The specific motive is unknown; however, sources noted that Antonio M. de Ocampo planned to run for reelection in 2019."
32276,Baloch Liberation Front (BLF),
32277,Taliban,"The specific motive is unknown; however, sources noted that Nazifa Yousufi Bek was a Wolesi Jirga candidate in Afghanistan's parliamentary elections, scheduled for October 20, 2018."
32278,Taliban,
32279,Unknown,"The specific motive is unknown; however, sources noted that Sayyed Azim Kabarzani was a candidate in Afghanistan's parliamentary elections, scheduled for October 20, 2018."
32280,Hizb-ul-Ahrar (HuA),
32281,Hizbul Mujahideen (HM),
32282,Communist Party of India - Maoist (CPI-Maoist),
32283,Islamic State of Iraq and the Levant (ISIL),
32284,Taliban,
32285,Taliban,
32286,Unknown,
32287,Unknown,
32288,Taliban,
32289,Taliban,
32290,Taliban,
32291,Unknown,
32292,Unknown,
32293,Tripoli Province of the Islamic State,
32294,Unknown,
32295,Justice and Equality Movement (JEM),
32296,Unknown,"The specific motive is unknown; however, sources suspected that Diya' al-Ghurayfi was targeted because of his work as a journalist."
32297,Unknown,
32298,Mayi Mayi,"An unknown group, possibly a Mayi Mayi militia, claimed responsibility for the incident and demanded a ransom in exchange for the Independent National Electoral Commission (CENI) agent."
32299,Unknown,
32300,Jaish-e-Mohammad (JeM),
32301,Taliban,"The specific motive is unknown; however, authorities stated the attack was in retaliation for the recent deaths of group members during a police raid."
32302,Al-Shabaab,
32303,Unknown,
32304,Unknown,
32305,Islamic State of Iraq and the Levant (ISIL),"The specific motive is unknown; however, sources stated that the assailants were attempting to enter Iraq."
32306,Taliban,
32307,Taliban,
32308,Unknown,
32309,Unknown,"The specific motive is unknown; however, sources noted that the targeted campaign office belonged to Khitab Durrani, a Wolesi Jirga candidate in the upcoming elections, scheduled for October 20, 2018."
32310,Unknown,
32311,National Liberation Army of Colombia (ELN),
32312,Palestinian Extremists,
32313,Taliban,
32314,Unknown,
32315,Jihadi-inspired extremists,"An unaffiliated individual claimed responsibility for the incident and ""demanded to be allowed to leave Germany for Islamic State in Syria."""
32316,Unknown,
32317,Taliban,
32318,Anarchists,
32319,Muslim extremists,
32320,Taliban,
32321,Taliban,
32322,Al-Shabaab,
32323,Maoists,"The specific motive is unknown; however, sources stated that the attack was carried out in retaliation for the execution of two Maoists."
32324,Al-Shabaab,
32325,Taliban,
32326,Palestinian Extremists,
32327,Taliban,
32328,Taliban,
32329,Taliban,
32330,Maoists,"The specific motive is unknown; however, sources stated that the attack was carried out in retaliation for the execution of two Maoists."
32331,Unknown,"The specific motive is unknown; however, sources noted that the targeted election rally was for Zalmay Mujadaddi, a candidate in the upcoming elections, scheduled for October 20, 2018."
32332,Unknown,
32333,Jamaat Nusrat al-Islam wal Muslimin (JNIM),
32334,Unknown,"The specific motive is unknown; however, sources posited that the attack was carried out in retaliation for ""the interruption of energy supply to the Suq Al-Jum'a producers of cement and to the Qasr Bin Ghashir Plant."""
32335,Revolutionary Armed Forces of Colombia (FARC) dissidents,
32336,Taliban,
32337,Taliban,
32338,Unknown,
32339,Islamic State of Iraq and the Levant (ISIL),
32340,Boko Haram,
32341,Unknown,
32342,Unknown,
32343,Jaish al-Adl,Jaish al-Adl claimed responsibility for the incident and stated that the attack was carried out in response to the repression of members of the Sunni Muslim community within Iran.
32344,New People's Army (NPA),
32345,New People's Army (NPA),
32346,Islamic State of Iraq and the Levant (ISIL),
32347,Islamic State of Iraq and the Levant (ISIL),
32348,Unknown,
32349,Taliban,
32350,Taliban,
32351,Taliban,
32352,Taliban,
32353,Unknown,
32354,Maoists,
32355,Al-Shabaab,
32356,Al-Shabaab,
32357,Taliban,
32358,Taliban,
32359,Unknown,
32360,Separatists,
32361,Taliban,
32362,Unknown,
32363,Taliban,
32364,Taliban,
32365,Maoists,
32366,Houthi extremists (Ansar Allah),
32367,Unknown,
32368,Unknown,
32369,Unknown,
32370,Unknown,
32371,Taliban,"The specific motive is unknown; however, sources noted that Abdul Jabar Qahraman was a Wolesi Jirga candidate in the upcoming elections, scheduled for October 20, 2018."
32372,Islamic State of Iraq and the Levant (ISIL),
32373,Taliban,
32374,Jamaat Nusrat al-Islam wal Muslimin (JNIM),
32375,Jaish-e-Mohammad (JeM),
32376,Jaish-e-Mohammad (JeM),
32377,Hamas (Islamic Resistance Movement),
32378,Tehrik al-Mojahedin,
32379,Unknown,
32380,Unknown,
32381,Unknown,
32382,Unknown,
32383,Taliban,
32384,Taliban,
32385,Taliban,
32386,Unknown,
32387,Unknown,
32388,Taliban,
32389,Taliban,
32390,Taliban,
32391,Islamic State of Iraq and the Levant (ISIL),
32392,Al-Shabaab,
32393,Unknown,
32394,Islamic State of Iraq and the Levant (ISIL),
32395,Unknown,
32396,Taliban,
32397,Unknown,
32398,Unknown,
32399,Oromo Liberation Front,
32400,Islamic State of Iraq and the Levant (ISIL),
32401,Islamic State of Iraq and the Levant (ISIL),
32402,Oromo Liberation Front,
32403,Jaish-e-Mohammad (JeM),
32404,Taliban,The Taliban claimed responsibility for the incident and stated that the attack was carried out in retaliation for alleged war crimes committed by the victims.
32405,Unknown,"The specific motive is unknown; however, sources noted that the victims may have been campaigning for Siddiq Hassan Zadah, a candidate in the upcoming elections scheduled for October 20, 2018."
32406,National Democratic Front-Bicol (NDF-Bicol),The National Democratic Front-Bicol (NDF-Bicol) claimed responsibility for the incident and stated that the attack was carried out in retaliation for delays regarding peace talks as well as the alleged extrajudicial killings by the Duterte administration.
32407,New People's Army (NPA),"The specific motive is unknown; however, sources suspected that the attack was related to an extortion demand."
32408,Ansar al-Islam (Burkina Faso),
32409,Unknown,
32410,Unknown,"The specific motive is unknown; however, sources posited that the attack was xenophobic."
32411,Unknown,
32412,Maoists,
32413,Taliban,
32414,Unknown,
32415,Boko Haram,
32416,Al-Shabaab,
32417,Islamic State of Iraq and the Levant (ISIL),
32418,Unknown,
32419,Unknown,
32420,Mayi Mayi,
32421,Unknown,
32422,Islamic State of Iraq and the Levant (ISIL),
32423,Unknown,
32424,Unknown,"The specific motive is unknown; however, sources noted that Parisa Shams Sadat was a candidate in the upcoming elections, scheduled for October 20, 2018."
32425,Unknown,"The specific motive is unknown; however, sources posited that the attack was part of a larger trend of sectarian violence in Northern Ireland."
32426,Unknown,
32427,Unknown,
32428,Unknown,
32429,Unknown,
32430,Unknown,
32431,Taliban,"The specific motive is unknown; however, sources noted that the attack was related to elections."
32432,Anti-Government extremists,
32433,Tehrik-i-Taliban Pakistan (TTP),
32434,Taliban,"The specific motive is unknown; however, sources stated the attack was an attempt to gain control of lapis lazuli mines to earn revenue."
32435,Islamic State of Iraq and the Levant (ISIL),
32436,Islamic State of Iraq and the Levant (ISIL),
32437,Islamic State of Iraq and the Levant (ISIL),"The specific motive is unknown; however, sources noted that Mounir Okab al-Duleimi had recently given a sermon where he encouraged the continued fight against the Islamic State of Iraq and the Levant (ISIL)."
32438,Unknown,
32439,Taliban,
32440,Unknown,
32441,Unknown,
32442,Unknown,
32443,Unknown,
32444,Al-Shabaab,"The specific motive is unknown; however, sources posited that Al-Shabaab believed the victims were spies."
32445,Unknown,
32446,Unknown,"The specific motive is unknown; however, sources noted that Yasir Salim Watut was investigating an earlier assassination of a government official."
32447,Unknown,
32448,Mayi Mayi,
32449,Unknown,
32450,Khorasan Chapter of the Islamic State,"The specific motive is unknown; however, sources noted the targeted area was serving as a polling station in the parliamentary elections that took place on October 20, 2018."
32451,Taliban,"The specific motive is unknown; however, sources noted the targeted building was being used as a polling station for the parliamentary elections that took place on October 20, 2018."
32452,Taliban,"The specific motive is unknown; however, sources noted the targeted school was being used as a polling station for the parliamentary elections that took place on October 20, 2018."
32453,Taliban,"The specific motive is unknown; however, sources noted that the attack was related to elections that took place on October 20, 2018."
32454,Unknown,
32455,Taliban,"The specific motive is unknown; however, sources noted that the attack was related to parliamentary elections that took place on October 20, 2018."
32456,Unknown,
32457,Unknown,"The specific motive is unknown; however, sources noted that the targeted building was being used as a polling station for the parliamentary elections that took place on October 20, 2018."
32458,Unknown,"The specific motive is unknown; however, sources noted that the targeted building was being used as a polling station for the parliamentary elections that took place on October 20, 2018."
32459,Unknown,
32460,Taliban,
32461,Unknown,"The specific motive is unknown; however, sources noted that the attack was related to elections that took place on October 20, 2018."
32462,Unknown,
32463,Taliban,
32464,Unknown,"The specific motive is unknown; however, sources suspected that the attack was related to Afghanistan's parliamentary elections, which was scheduled for October 20, 2018."
32465,Taliban,"The specific motive is unknown; however, sources noted that the attack was related to parliamentary elections that took place on October 20, 2018."
32466,Unknown,
32467,United National Liberation Front (UNLF),
32468,Allied Democratic Forces (ADF),
32469,Boko Haram,
32470,Sinai Province of the Islamic State,"The Sinai Province of the Islamic State claimed responsibility for the incident and stated that the victims targeted because they were ""agents of the Egyptian army."""
32471,Maoists,"The specific motive is unknown; however, sources suspected that the attack was related to an extortion demand."
32472,Houthi extremists (Ansar Allah),"The specific motive is unknown; however, sources posited that Houthi extremists (Ansar Allah) targeted the women for attempting to marry individuals affiliated with the government."
32473,Unknown,
32474,Houthi extremists (Ansar Allah),
32475,Unknown,
32476,Unknown,
32477,Houthi extremists (Ansar Allah),
32478,Boko Haram,
32479,Boko Haram,
32480,Boko Haram,
32481,Boko Haram,
32482,Unknown,
32483,Unknown,
32484,Unknown,
32485,Unknown,
32486,Unknown,
32487,Taliban,"The specific motive is unknown; however, sources noted that the targeted polling stations were being used in the parliamentary elections that took place on October 20, 2018."
32488,Taliban,"The specific motive is unknown; however, sources noted that the targeted polling stations were being used in the parliamentary elections that took place on October 20, 2018."
32489,Khorasan Chapter of the Islamic State,"The specific motive is unknown; however, sources noted that the attack was related to parliamentary elections that took place on October 20, 2018."
32490,Khorasan Chapter of the Islamic State,"The specific motive is unknown; however, sources noted that the attack was related to parliamentary elections that took place on October 20, 2018."
32491,Khorasan Chapter of the Islamic State,"The specific motive is unknown; however, sources noted the targeted polling station was being used to vote in the parliamentary elections that took place on October 20, 2018."
32492,Taliban,"The specific motive is unknown; however, sources noted that the attack was related to parliamentary elections that took place on October 20, 2018."
32493,Taliban,
32494,Unknown,"The specific motive is unknown; however, sources noted that the targeted building was serving as a polling station in the parliamentary elections scheduled for October 20, 2018."
32495,Unknown,"The specific motive is unknown; however, sources noted that the attack was related to parliamentary elections that took place on October 20, 2018."
32496,Taliban,"The specific motive is unknown; however, sources noted the targeted polling stations were being used in the parliamentary elections held on October 20, 2018."
32497,Taliban,"The specific motive is unknown; however, sources noted the targeted polling stations were being used in the parliamentary elections scheduled for October 20, 2018."
32498,Taliban,"The specific motive is unknown; however, sources noted that the targeted polling stations were being used in the parliamentary elections on October 20, 2018."
32499,Taliban,"The specific motive is unknown; however, sources noted that the targeted polling stations were being used in the parliamentary elections on October 20, 2018."
32500,Taliban,"The specific motive is unknown; however, sources noted that the targeted polling stations were being used in the parliamentary elections on October 20, 2018."
